CustomerID,CustomerName,Email,Phone,JoinDate,LocationID,TotalSpent
756,Customer_756,customer756@example.com,123-456-7896,2022-01-25,2,9672.77
757,Customer_757,customer757@example.com,123-456-7897,2022-01-26,48,1238.8
758,Customer_758,customer758@example.com,123-456-7898,2022-01-27,21,5783.8
759,Customer_759,customer759@example.com,123-456-7899,2022-01-28,1,5392.61
760,Customer_760,customer760@example.com,123-456-7890,2022-01-29,35,378.32
761,Customer_761,customer761@example.com,123-456-7891,2022-01-30,37,4856.57
762,Customer_762,customer762@example.com,123-456-7892,2022-01-31,28,9221.25
763,Customer_763,customer763@example.com,123-456-7893,2022-02-01,16,3046.22
764,Customer_764,customer764@example.com,123-456-7894,2022-02-02,8,6190.59
765,Customer_765,customer765@example.com,123-456-7895,2022-02-03,24,1361.61
766,Customer_766,customer766@example.com,123-456-7896,2022-02-04,47,3242.5
767,Customer_767,customer767@example.com,123-456-7897,2022-02-05,34,7082.9
768,Customer_768,customer768@example.com,123-456-7898,2022-02-06,46,9842.07
769,Customer_769,customer769@example.com,123-456-7899,2022-02-07,39,1839.35
770,Customer_770,customer770@example.com,123-456-7890,2022-02-08,22,8956.93
771,Customer_771,customer771@example.com,123-456-7891,2022-02-09,37,7882.01
772,Customer_772,customer772@example.com,123-456-7892,2022-02-10,40,6552.28
773,Customer_773,customer773@example.com,123-456-7893,2022-02-11,17,1552.85
774,Customer_774,customer774@example.com,123-456-7894,2022-02-12,14,2226.65
775,Customer_775,customer775@example.com,123-456-7895,2022-02-13,13,8147.42
776,Customer_776,customer776@example.com,123-456-7896,2022-02-14,49,3626.99
777,Customer_777,customer777@example.com,123-456-7897,2022-02-15,39,9147.31
778,Customer_778,customer778@example.com,123-456-7898,2022-02-16,36,1979.78
779,Customer_779,customer779@example.com,123-456-7899,2022-02-17,7,5061.03
780,Customer_780,customer780@example.com,123-456-7890,2022-02-18,26,6872.86
781,Customer_781,customer781@example.com,123-456-7891,2022-02-19,45,4179.18
782,Customer_782,customer782@example.com,123-456-7892,2022-02-20,30,9193.04
783,Customer_783,customer783@example.com,123-456-7893,2022-02-21,39,7364.58
784,Customer_784,customer784@example.com,123-456-7894,2022-02-22,23,810.6
785,Customer_785,customer785@example.com,123-456-7895,2022-02-23,17,9245.61
786,Customer_786,customer786@example.com,123-456-7896,2022-02-24,8,4259.64
787,Customer_787,customer787@example.com,123-456-7897,2022-02-25,32,2866.43
788,Customer_788,customer788@example.com,123-456-7898,2022-02-26,32,9978.73
789,Customer_789,customer789@example.com,123-456-7899,2022-02-27,7,1077.55
790,Customer_790,customer790@example.com,123-456-7890,2022-02-28,7,3865.66
791,Customer_791,customer791@example.com,123-456-7891,2022-03-01,9,2179.92
792,Customer_792,customer792@example.com,123-456-7892,2022-03-02,31,9493.7
793,Customer_793,customer793@example.com,123-456-7893,2022-03-03,23,7206.56
794,Customer_794,customer794@example.com,123-456-7894,2022-03-04,44,1855.52
795,Customer_795,customer795@example.com,123-456-7895,2022-03-05,33,2642.87
796,Customer_796,customer796@example.com,123-456-7896,2022-03-06,27,8660.32
797,Customer_797,customer797@example.com,123-456-7897,2022-03-07,25,2162.25
798,Customer_798,customer798@example.com,123-456-7898,2022-03-08,49,6805.12
799,Customer_799,customer799@example.com,123-456-7899,2022-03-09,19,5984.77
800,Customer_800,customer800@example.com,123-456-7890,2022-03-10,47,7550.85
801,Customer_801,customer801@example.com,123-456-7891,2022-03-11,36,2396.65
802,Customer_802,customer802@example.com,123-456-7892,2022-03-12,34,8767.17
803,Customer_803,customer803@example.com,123-456-7893,2022-03-13,19,7201.73
804,Customer_804,customer804@example.com,123-456-7894,2022-03-14,8,6947.83
805,Customer_805,customer805@example.com,123-456-7895,2022-03-15,2,7920.3
806,Customer_806,customer806@example.com,123-456-7896,2022-03-16,30,6807.81
807,Customer_807,customer807@example.com,123-456-7897,2022-03-17,22,4599.97
808,Customer_808,customer808@example.com,123-456-7898,2022-03-18,19,5745.97
809,Customer_809,customer809@example.com,123-456-7899,2022-03-19,48,8914.76
810,Customer_810,customer810@example.com,123-456-7890,2022-03-20,18,7244.52
811,Customer_811,customer811@example.com,123-456-7891,2022-03-21,15,2201.6
812,Customer_812,customer812@example.com,123-456-7892,2022-03-22,3,4623.67
813,Customer_813,customer813@example.com,123-456-7893,2022-03-23,31,402.48
814,Customer_814,customer814@example.com,123-456-7894,2022-03-24,33,7948.52
815,Customer_815,customer815@example.com,123-456-7895,2022-03-25,20,2742.96
816,Customer_816,customer816@example.com,123-456-7896,2022-03-26,24,7840.8
817,Customer_817,customer817@example.com,123-456-7897,2022-03-27,3,2139.29
818,Customer_818,customer818@example.com,123-456-7898,2022-03-28,11,525.66
819,Customer_819,customer819@example.com,123-456-7899,2022-03-29,19,1997.14
820,Customer_820,customer820@example.com,123-456-7890,2022-03-30,15,3866.31
821,Customer_821,customer821@example.com,123-456-7891,2022-03-31,33,1399.35
822,Customer_822,customer822@example.com,123-456-7892,2022-04-01,3,3300.94
823,Customer_823,customer823@example.com,123-456-7893,2022-04-02,41,2008.41
824,Customer_824,customer824@example.com,123-456-7894,2022-04-03,11,957.0
825,Customer_825,customer825@example.com,123-456-7895,2022-04-04,7,8942.35
826,Customer_826,customer826@example.com,123-456-7896,2022-04-05,2,360.07
827,Customer_827,customer827@example.com,123-456-7897,2022-04-06,38,4221.4
828,Customer_828,customer828@example.com,123-456-7898,2022-04-07,2,3001.99
829,Customer_829,customer829@example.com,123-456-7899,2022-04-08,46,9992.2
830,Customer_830,customer830@example.com,123-456-7890,2022-04-09,6,5653.31
831,Customer_831,customer831@example.com,123-456-7891,2022-04-10,20,1698.88
832,Customer_832,customer832@example.com,123-456-7892,2022-04-11,27,6706.43
833,Customer_833,customer833@example.com,123-456-7893,2022-04-12,4,8789.69
834,Customer_834,customer834@example.com,123-456-7894,2022-04-13,17,9549.45
835,Customer_835,customer835@example.com,123-456-7895,2022-04-14,5,2518.93
836,Customer_836,customer836@example.com,123-456-7896,2022-04-15,24,8738.6
837,Customer_837,customer837@example.com,123-456-7897,2022-04-16,18,6197.5
838,Customer_838,customer838@example.com,123-456-7898,2022-04-17,5,8448.8
839,Customer_839,customer839@example.com,123-456-7899,2022-04-18,8,4766.27
840,Customer_840,customer840@example.com,123-456-7890,2022-04-19,7,3749.19
841,Customer_841,customer841@example.com,123-456-7891,2022-04-20,2,9610.96
842,Customer_842,customer842@example.com,123-456-7892,2022-04-21,32,5855.62
843,Customer_843,customer843@example.com,123-456-7893,2022-04-22,47,9149.28
844,Customer_844,customer844@example.com,123-456-7894,2022-04-23,11,6546.4
845,Customer_845,customer845@example.com,123-456-7895,2022-04-24,47,8435.79
846,Customer_846,customer846@example.com,123-456-7896,2022-04-25,44,5599.2
847,Customer_847,customer847@example.com,123-456-7897,2022-04-26,12,8869.41
848,Customer_848,customer848@example.com,123-456-7898,2022-04-27,6,1696.17
849,Customer_849,customer849@example.com,123-456-7899,2022-04-28,34,4411.26
850,Customer_850,customer850@example.com,123-456-7890,2022-04-29,42,8234.03
851,Customer_851,customer851@example.com,123-456-7891,2022-04-30,48,8273.64
852,Customer_852,customer852@example.com,123-456-7892,2022-05-01,45,7425.01
853,Customer_853,customer853@example.com,123-456-7893,2022-05-02,34,3909.52
854,Customer_854,customer854@example.com,123-456-7894,2022-05-03,7,5473.88
855,Customer_855,customer855@example.com,123-456-7895,2022-05-04,33,2214.51
856,Customer_856,customer856@example.com,123-456-7896,2022-05-05,40,1934.24
857,Customer_857,customer857@example.com,123-456-7897,2022-05-06,13,7892.39
858,Customer_858,customer858@example.com,123-456-7898,2022-05-07,19,8131.48
859,Customer_859,customer859@example.com,123-456-7899,2022-05-08,19,8939.22
860,Customer_860,customer860@example.com,123-456-7890,2022-05-09,18,7646.88
861,Customer_861,customer861@example.com,123-456-7891,2022-05-10,14,2512.13
862,Customer_862,customer862@example.com,123-456-7892,2022-05-11,46,7973.13
863,Customer_863,customer863@example.com,123-456-7893,2022-05-12,24,6098.84
864,Customer_864,customer864@example.com,123-456-7894,2022-05-13,42,5378.61
865,Customer_865,customer865@example.com,123-456-7895,2022-05-14,14,2014.43
866,Customer_866,customer866@example.com,123-456-7896,2022-05-15,39,458.6
867,Customer_867,customer867@example.com,123-456-7897,2022-05-16,19,8043.42
868,Customer_868,customer868@example.com,123-456-7898,2022-05-17,20,4521.49
869,Customer_869,customer869@example.com,123-456-7899,2022-05-18,35,8768.49
870,Customer_870,customer870@example.com,123-456-7890,2022-05-19,12,9742.26
871,Customer_871,customer871@example.com,123-456-7891,2022-05-20,31,4946.35
872,Customer_872,customer872@example.com,123-456-7892,2022-05-21,24,2790.77
873,Customer_873,customer873@example.com,123-456-7893,2022-05-22,2,5078.91
874,Customer_874,customer874@example.com,123-456-7894,2022-05-23,37,127.2
875,Customer_875,customer875@example.com,123-456-7895,2022-05-24,3,6179.35
876,Customer_876,customer876@example.com,123-456-7896,2022-05-25,16,1842.54
877,Customer_877,customer877@example.com,123-456-7897,2022-05-26,2,4307.83
878,Customer_878,customer878@example.com,123-456-7898,2022-05-27,39,7947.85
879,Customer_879,customer879@example.com,123-456-7899,2022-05-28,8,8177.67
880,Customer_880,customer880@example.com,123-456-7890,2022-05-29,25,2741.47
881,Customer_881,customer881@example.com,123-456-7891,2022-05-30,2,3304.67
882,Customer_882,customer882@example.com,123-456-7892,2022-05-31,18,4250.17
883,Customer_883,customer883@example.com,123-456-7893,2022-06-01,37,7742.27
884,Customer_884,customer884@example.com,123-456-7894,2022-06-02,38,7990.98
885,Customer_885,customer885@example.com,123-456-7895,2022-06-03,4,9364.71
886,Customer_886,customer886@example.com,123-456-7896,2022-06-04,15,4939.33
887,Customer_887,customer887@example.com,123-456-7897,2022-06-05,24,980.18
888,Customer_888,customer888@example.com,123-456-7898,2022-06-06,39,8729.7
889,Customer_889,customer889@example.com,123-456-7899,2022-06-07,10,7905.36
890,Customer_890,customer890@example.com,123-456-7890,2022-06-08,39,9187.55
891,Customer_891,customer891@example.com,123-456-7891,2022-06-09,42,7702.92
892,Customer_892,customer892@example.com,123-456-7892,2022-06-10,25,4888.63
893,Customer_893,customer893@example.com,123-456-7893,2022-06-11,32,7976.92
894,Customer_894,customer894@example.com,123-456-7894,2022-06-12,29,7781.7
895,Customer_895,customer895@example.com,123-456-7895,2022-06-13,48,5457.53
896,Customer_896,customer896@example.com,123-456-7896,2022-06-14,19,4059.26
897,Customer_897,customer897@example.com,123-456-7897,2022-06-15,12,9984.31
898,Customer_898,customer898@example.com,123-456-7898,2022-06-16,4,542.53
899,Customer_899,customer899@example.com,123-456-7899,2022-06-17,37,3714.98
900,Customer_900,customer900@example.com,123-456-7890,2022-06-18,4,8861.3
901,Customer_901,customer901@example.com,123-456-7891,2022-06-19,6,6666.25
902,Customer_902,customer902@example.com,123-456-7892,2022-06-20,39,5722.46
903,Customer_903,customer903@example.com,123-456-7893,2022-06-21,35,7833.2
904,Customer_904,customer904@example.com,123-456-7894,2022-06-22,37,2000.47
905,Customer_905,customer905@example.com,123-456-7895,2022-06-23,16,4391.01
906,Customer_906,customer906@example.com,123-456-7896,2022-06-24,24,6363.78
907,Customer_907,customer907@example.com,123-456-7897,2022-06-25,13,2227.49
908,Customer_908,customer908@example.com,123-456-7898,2022-06-26,21,2488.4
909,Customer_909,customer909@example.com,123-456-7899,2022-06-27,1,5111.7
910,Customer_910,customer910@example.com,123-456-7890,2022-06-28,36,7423.68
911,Customer_911,customer911@example.com,123-456-7891,2022-06-29,37,3330.64
912,Customer_912,customer912@example.com,123-456-7892,2022-06-30,20,9702.13
913,Customer_913,customer913@example.com,123-456-7893,2022-07-01,33,2248.88
914,Customer_914,customer914@example.com,123-456-7894,2022-07-02,12,9566.1
915,Customer_915,customer915@example.com,123-456-7895,2022-07-03,31,4983.47
916,Customer_916,customer916@example.com,123-456-7896,2022-07-04,15,1874.16
917,Customer_917,customer917@example.com,123-456-7897,2022-07-05,11,3074.94
918,Customer_918,customer918@example.com,123-456-7898,2022-07-06,40,5170.72
919,Customer_919,customer919@example.com,123-456-7899,2022-07-07,7,1982.59
920,Customer_920,customer920@example.com,123-456-7890,2022-07-08,38,4231.47
921,Customer_921,customer921@example.com,123-456-7891,2022-07-09,37,8310.77
922,Customer_922,customer922@example.com,123-456-7892,2022-07-10,32,2066.08
923,Customer_923,customer923@example.com,123-456-7893,2022-07-11,24,2460.66
924,Customer_924,customer924@example.com,123-456-7894,2022-07-12,42,1077.04
925,Customer_925,customer925@example.com,123-456-7895,2022-07-13,1,9511.23
926,Customer_926,customer926@example.com,123-456-7896,2022-07-14,37,8903.08
927,Customer_927,customer927@example.com,123-456-7897,2022-07-15,6,9351.07
928,Customer_928,customer928@example.com,123-456-7898,2022-07-16,36,8643.26
929,Customer_929,customer929@example.com,123-456-7899,2022-07-17,35,2058.49
930,Customer_930,customer930@example.com,123-456-7890,2022-07-18,8,406.05
931,Customer_931,customer931@example.com,123-456-7891,2022-07-19,40,7238.08
932,Customer_932,customer932@example.com,123-456-7892,2022-07-20,10,8561.81
933,Customer_933,customer933@example.com,123-456-7893,2022-07-21,9,6630.32
934,Customer_934,customer934@example.com,123-456-7894,2022-07-22,25,2320.51
935,Customer_935,customer935@example.com,123-456-7895,2022-07-23,10,3037.17
936,Customer_936,customer936@example.com,123-456-7896,2022-07-24,23,4956.07
937,Customer_937,customer937@example.com,123-456-7897,2022-07-25,21,6640.81
938,Customer_938,customer938@example.com,123-456-7898,2022-07-26,27,3137.49
939,Customer_939,customer939@example.com,123-456-7899,2022-07-27,7,6326.97
940,Customer_940,customer940@example.com,123-456-7890,2022-07-28,32,1144.25
941,Customer_941,customer941@example.com,123-456-7891,2022-07-29,48,5774.57
942,Customer_942,customer942@example.com,123-456-7892,2022-07-30,43,4536.28
943,Customer_943,customer943@example.com,123-456-7893,2022-07-31,16,9526.74
944,Customer_944,customer944@example.com,123-456-7894,2022-08-01,23,4899.15
945,Customer_945,customer945@example.com,123-456-7895,2022-08-02,8,1359.54
946,Customer_946,customer946@example.com,123-456-7896,2022-08-03,1,846.83
947,Customer_947,customer947@example.com,123-456-7897,2022-08-04,38,9825.17
948,Customer_948,customer948@example.com,123-456-7898,2022-08-05,15,5752.21
949,Customer_949,customer949@example.com,123-456-7899,2022-08-06,14,6974.42
950,Customer_950,customer950@example.com,123-456-7890,2022-08-07,43,484.68
951,Customer_951,customer951@example.com,123-456-7891,2022-08-08,33,9402.54
952,Customer_952,customer952@example.com,123-456-7892,2022-08-09,3,8972.74
953,Customer_953,customer953@example.com,123-456-7893,2022-08-10,31,1195.12
954,Customer_954,customer954@example.com,123-456-7894,2022-08-11,27,178.37
955,Customer_955,customer955@example.com,123-456-7895,2022-08-12,5,467.29
956,Customer_956,customer956@example.com,123-456-7896,2022-08-13,17,7573.67
957,Customer_957,customer957@example.com,123-456-7897,2022-08-14,27,1761.39
958,Customer_958,customer958@example.com,123-456-7898,2022-08-15,23,6143.32
959,Customer_959,customer959@example.com,123-456-7899,2022-08-16,14,8532.54
960,Customer_960,customer960@example.com,123-456-7890,2022-08-17,25,4092.05
961,Customer_961,customer961@example.com,123-456-7891,2022-08-18,37,1756.37
962,Customer_962,customer962@example.com,123-456-7892,2022-08-19,31,7139.56
963,Customer_963,customer963@example.com,123-456-7893,2022-08-20,6,117.82
964,Customer_964,customer964@example.com,123-456-7894,2022-08-21,48,3748.9
965,Customer_965,customer965@example.com,123-456-7895,2022-08-22,43,9025.74
966,Customer_966,customer966@example.com,123-456-7896,2022-08-23,35,7394.19
967,Customer_967,customer967@example.com,123-456-7897,2022-08-24,34,5131.71
968,Customer_968,customer968@example.com,123-456-7898,2022-08-25,24,2608.29
969,Customer_969,customer969@example.com,123-456-7899,2022-08-26,14,8272.55
970,Customer_970,customer970@example.com,123-456-7890,2022-08-27,27,6662.78
971,Customer_971,customer971@example.com,123-456-7891,2022-08-28,23,7865.71
972,Customer_972,customer972@example.com,123-456-7892,2022-08-29,49,7017.31
973,Customer_973,customer973@example.com,123-456-7893,2022-08-30,14,3262.79
974,Customer_974,customer974@example.com,123-456-7894,2022-08-31,23,2591.09
975,Customer_975,customer975@example.com,123-456-7895,2022-09-01,39,6310.54
976,Customer_976,customer976@example.com,123-456-7896,2022-09-02,14,3096.55
977,Customer_977,customer977@example.com,123-456-7897,2022-09-03,46,5754.81
978,Customer_978,customer978@example.com,123-456-7898,2022-09-04,16,647.2
979,Customer_979,customer979@example.com,123-456-7899,2022-09-05,26,5316.9
980,Customer_980,customer980@example.com,123-456-7890,2022-09-06,49,9674.68
981,Customer_981,customer981@example.com,123-456-7891,2022-09-07,37,6508.55
982,Customer_982,customer982@example.com,123-456-7892,2022-09-08,33,7761.6
983,Customer_983,customer983@example.com,123-456-7893,2022-09-09,38,7989.74
984,Customer_984,customer984@example.com,123-456-7894,2022-09-10,4,4080.2
985,Customer_985,customer985@example.com,123-456-7895,2022-09-11,19,3387.61
986,Customer_986,customer986@example.com,123-456-7896,2022-09-12,17,5828.14
987,Customer_987,customer987@example.com,123-456-7897,2022-09-13,49,9467.12
988,Customer_988,customer988@example.com,123-456-7898,2022-09-14,38,4703.33
989,Customer_989,customer989@example.com,123-456-7899,2022-09-15,32,7097.64
990,Customer_990,customer990@example.com,123-456-7890,2022-09-16,46,8414.95
991,Customer_991,customer991@example.com,123-456-7891,2022-09-17,44,1698.61
992,Customer_992,customer992@example.com,123-456-7892,2022-09-18,39,5491.41
993,Customer_993,customer993@example.com,123-456-7893,2022-09-19,6,5816.24
994,Customer_994,customer994@example.com,123-456-7894,2022-09-20,3,9104.7
995,Customer_995,customer995@example.com,123-456-7895,2022-09-21,46,2070.91
996,Customer_996,customer996@example.com,123-456-7896,2022-09-22,44,2257.83
997,Customer_997,customer997@example.com,123-456-7897,2022-09-23,28,9993.24
998,Customer_998,customer998@example.com,123-456-7898,2022-09-24,29,9290.57
999,Customer_999,customer999@example.com,123-456-7899,2022-09-25,45,1091.2
1000,Customer_1000,customer1000@example.com,123-456-7890,2022-09-26,30,3827.38
